id,season_id,player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
614,2016,253341,21,9,,,2.44,,3,
615,2016,6710,4,1,,,3,,,
616,2016,27306,1,1,,,3,1,,
617,2016,43003,37,36,,3,1.92,1,5,
618,2016,44792,31,11,,1,2.73,3,3,
619,2016,191217,34,33,1,4,1.97,1,4,
620,2016,126321,2,1,,,1,1,,
621,2016,74869,35,29,,,1.97,13,5,
622,2016,160438,28,14,,1,2.07,6,1,
623,2016,50057,24,23,1,5,2.09,3,3,
624,2016,111455,33,32,2,2,2.03,5,5,
625,2016,143424,33,29,2,7,1.72,11,1,
626,2016,74223,31,29,,2,1.24,7,4,
627,2016,15799,8,8,2,2,2.38,2,2,
628,2016,285845,8,1,,,3,,,
629,2016,35664,33,33,8,11,2.15,8,2,
630,2016,242631,35,26,3,3,1.88,14,1,
631,2016,326300,7,,,,,,,
632,2016,33713,32,28,10,2,1.68,13,1,
633,2016,131248,23,19,3,4,1.74,4,4,
634,2016,40433,38,38,24,11,1.97,8,6,
635,2016,82442,32,29,12,4,1.83,7,2,
636,2016,73185,18,12,2,1,1.92,2,,
637,2016,67063,16,16,2,2,1.94,6,,
638,2016,197642,1,,,,,,,
639,2016,286384,27,25,,,1.96,3,4,
640,2016,93176,24,21,1,,2,1,5,
641,2016,103427,22,18,1,1,1.78,1,,
642,2016,117996,19,18,,,1.78,1,2,
643,2016,342046,9,4,,,1,2,,
644,2016,12282,35,23,1,2,1.83,2,2,
645,2016,183288,15,11,,2,1.55,5,1,
646,2016,258886,3,1,,,3,,,
647,2016,54906,26,18,,,1.94,3,3,
648,2016,33544,28,28,1,3,1.82,1,5,
649,2016,14086,21,12,,1,1.92,3,2,
650,2016,315131,10,4,,,2.5,,,
651,2016,188862,20,17,,,1.82,7,4,
652,2016,188862,20,17,,,1.82,7,4,
653,2016,56818,21,17,1,,2.18,2,2,
654,2016,3878,33,23,,,1.87,4,2,
655,2016,315969,5,2,,,1.5,,1,
656,2016,122153,31,30,5,4,1.97,3,7,
657,2016,99343,34,31,1,6,1.77,5,5,1
658,2016,39679,32,28,1,,1.89,4,9,
659,2016,2514,28,24,3,2,1.67,6,5,
660,2016,289845,2,,,,,,,
661,2016,55735,26,24,4,1,1.79,11,1,
662,2016,44068,31,25,6,3,1.8,18,3,
663,2016,203394,35,35,5,3,0.54,11,9,
664,2016,289844,1,1,1,,3,,,
665,2016,392770,1,1,,,3,,,
666,2016,258923,37,32,5,2,1.66,8,3,
667,2016,177847,31,25,,3,0.4,8,3,1
668,2016,182877,31,25,4,6,1.68,11,2,
669,2016,167850,22,21,5,8,1.43,6,2,
670,2016,3332,28,25,5,5,1.56,9,8,
671,2016,3455,28,28,17,5,1.96,,7,
672,2016,396284,1,,,,,,,
673,2016,82105,31,29,1,,2.03,1,3,
674,2016,37838,31,29,2,1,1.97,2,6,
675,2016,47713,10,8,,,2,1,,
676,2016,256178,5,,,,,,,
677,2016,26669,33,20,,,2.2,,3,
678,2016,207917,38,12,,1,1.67,,1,
679,2016,85177,37,37,,2,2.03,1,,
680,2016,145922,31,6,,,2.17,1,2,
681,2016,128912,26,16,,,2.5,,2,
682,2016,314353,23,7,,,2.29,1,,
683,2016,262545,1,,,,,,,
684,2016,119296,33,32,5,2,2.03,3,6,
685,2016,41414,35,24,,3,2.17,3,4,
686,2016,222813,17,5,,,1.4,,1,
687,2016,200782,9,4,,,2.5,,,
688,2016,49499,37,36,6,9,2.08,9,2,
689,2016,61651,24,24,1,4,2,2,8,
690,2016,3333,36,36,7,3,1.94,6,5,
691,2016,337284,10,2,,,3,,,
692,2016,43530,31,31,8,7,2,17,3,
693,2016,344015,17,5,,,2.4,1,,
694,2016,80444,31,31,13,7,2,19,2,
695,2016,200512,27,27,13,6,2.15,12,4,
696,2016,144303,21,18,3,,1.39,9,5,
697,2016,279455,1,,,,,,,
698,2016,131789,35,35,11,10,1.91,7,5,
699,2016,47082,27,20,3,2,2.05,7,1,
700,2016,148368,38,34,7,4,1.88,9,,
701,2016,406560,1,,,,,,,
702,2016,37526,30,30,2,3,1.2,3,8,1
703,2016,48002,24,20,,,1.4,1,2,
704,2016,33829,36,33,,,1.12,1,4,
705,2016,42234,28,16,,1,1.19,3,2,
706,2016,314295,8,,,,,,,
707,2016,12691,31,22,2,,1.27,1,3,
708,2016,264220,2,,,,,,,
709,2016,157907,5,4,,,1.75,1,1,
710,2016,92571,27,26,,2,1.31,3,2,1
711,2016,181380,16,13,,1,0.69,2,1,
712,2016,236953,22,18,,1,1.11,2,5,1
713,2016,28260,3,3,,,0.33,,3,
714,2016,345960,2,,,,,,,
715,2016,66934,31,31,1,,1.13,6,3,
716,2016,357662,6,1,,,3,,,
717,2016,101213,28,22,1,1,1.36,5,7,
718,2016,31835,32,30,3,,1.33,11,10,
719,2016,247555,38,33,,1,1.12,4,6,
720,2016,242644,2,,,,,,,
721,2016,391719,12,,,,,,,
722,2016,37647,33,33,6,10,1.36,9,5,
723,2016,135853,35,35,8,2,1.11,13,9,
724,2016,391470,2,,,,,,,
725,2016,45403,25,25,6,3,1,11,1,
726,2016,337321,1,,,,,,,
727,2016,82130,6,5,,1,0.8,3,,
728,2016,57162,31,21,3,3,1.19,6,1,
729,2016,22614,35,35,7,5,0.91,9,2,
730,2016,396857,1,,,,,,,
731,2016,104124,29,29,9,6,1.24,6,4,1
732,2016,96828,32,28,6,1,1.32,8,9,
733,2016,139503,35,24,3,2,1.17,7,1,
734,2016,48066,19,18,7,1,1.11,6,3,
735,2016,120610,5,4,1,,0.5,2,,
736,2016,284727,22,16,1,,1.56,4,,
737,2016,289846,31,16,,,1.44,,2,
738,2016,139208,21,21,1,,1.29,1,3,1
739,2016,33829,36,33,,,1.12,1,4,
740,2016,81789,38,23,1,1,1.13,,2,
741,2016,54935,13,1,,,3,,,
742,2016,163744,20,17,,1,1.12,,1,
743,2016,57423,3,,,,,,,
744,2016,91251,16,9,,,1.67,2,,
745,2016,250478,7,5,,,1.2,1,,
746,2016,226968,19,13,,1,1.38,,,
747,2016,112988,30,30,,3,1.17,5,7,
748,2016,60583,9,4,,,1.25,,,
749,2016,104223,31,16,1,1,1.75,9,3,
750,2016,66100,35,35,1,1,1.14,1,11,
751,2016,181579,35,30,4,4,1.17,9,4,
752,2016,167799,34,22,,,1.45,6,2,
753,2016,28973,34,32,,3,1.16,3,3,
754,2016,226973,11,3,,,2.33,1,,
755,2016,315185,1,,,,,,,
756,2016,36139,33,33,3,6,1.18,19,4,
757,2016,232271,24,24,1,,0.79,10,5,
758,2016,129078,37,37,7,1,1.24,11,2,
759,2016,286919,10,7,,1,1,1,,
760,2016,226965,1,,,,,,,
761,2016,112343,30,24,7,,1.33,13,1,
762,2016,129627,17,15,6,1,1.33,9,1,
763,2016,53360,31,24,5,2,1,6,,
764,2016,37304,33,32,3,2,1.28,6,2,
765,2016,356569,2,,,,,,,
766,2016,47713,10,8,,,2,1,,
767,2016,61592,27,24,3,,1.29,5,4,
768,2016,62688,24,23,3,1,1.17,2,2,
769,2016,36861,36,30,,2,1.13,2,8,
770,2016,52119,33,32,5,1,0.97,4,3,
771,2016,125868,3,3,,,0.33,1,,
772,2016,141655,20,8,,1,0.5,,,
773,2016,92572,38,38,,1,1.08,1,7,
774,2016,78959,33,29,,2,1,10,4,
775,2016,464738,1,,,,,,,
776,2016,477758,3,,,,,,,
777,2016,74300,31,31,8,1,2.06,3,10,
778,2016,28336,1,1,,,,,,
779,2016,17396,26,10,,,1.6,2,,
780,2016,378629,2,,,,,,,
781,2016,29434,32,32,4,3,1,13,7,
782,2016,41416,30,29,5,3,1.07,16,5,
783,2016,47995,36,36,,5,1.14,6,9,
784,2016,34409,22,18,1,,0.94,7,1,
785,2016,57207,7,4,,,0.25,,,
786,2016,244125,1,,,,,,,
787,2016,320220,4,,,,,,,
788,2016,432293,1,,,,,,,
789,2016,157506,25,19,,1,1.21,4,,
790,2016,75471,14,14,1,4,1.36,6,3,
791,2016,145988,35,35,7,11,1.09,7,8,
792,2016,46791,21,7,,,0.86,,,
793,2016,244130,6,1,,,,,,
794,2016,353674,2,,,,,,,
795,2016,61842,37,36,3,6,1.14,15,4,
796,2016,81801,26,15,,1,0.73,4,,
797,2016,50201,36,36,15,2,1.14,7,10,
798,2016,45121,7,5,,,,1,,
799,2016,95435,11,8,2,,0.5,2,2,
800,2016,42411,24,12,1,,0.42,,,
801,2016,273773,1,1,,,3,,,
802,2016,121223,12,12,3,,0.5,4,,
803,2016,233998,2,,,,,,,
804,2016,2998,33,33,2,2,1.3,3,9,
805,2016,214056,34,24,1,1,1.08,,3,
806,2016,62945,34,23,1,1,1.09,1,4,
807,2016,10003,27,27,1,1,1,,3,
808,2016,129893,15,6,,,0.33,,2,
809,2016,50477,14,11,,,1.55,4,4,
810,2016,16947,8,1,,,,,,
811,2016,341993,1,,,,,,,
812,2016,6636,36,36,2,4,1.22,2,10,
813,2016,316125,27,12,1,,1.17,,2,
814,2016,37442,37,35,,2,1.26,3,12,
815,2016,274839,36,36,2,1,1.42,1,5,
816,2016,111051,11,4,,,0.5,3,1,
817,2016,246579,10,2,,,1.5,,,
818,2016,73491,29,29,1,1,1.28,2,6,
819,2016,56872,37,23,1,,1.09,5,4,
820,2016,73522,2,1,,,3,,,
821,2016,61560,37,33,2,6,1.15,17,5,
822,2016,157506,25,19,,1,1.21,4,,
823,2016,292417,38,30,1,4,1.1,7,2,
824,2016,171424,36,36,6,4,1.22,15,4,
825,2016,168337,32,21,2,,0.67,6,1,
826,2016,174915,27,25,8,4,1.48,7,1,
827,2016,197838,35,35,13,6,1.14,8,2,
828,2016,79642,36,30,3,1,1.27,20,1,
829,2016,54890,24,16,1,,0.94,1,,
830,2016,112052,35,35,1,,1.23,1,5,
831,2016,45861,35,35,1,2,1.09,,6,
832,2016,43763,38,36,,1,1.19,,4,
833,2016,74228,30,10,1,,1.8,,2,
834,2016,31642,21,19,,1,1.05,,1,
835,2016,53173,16,9,,,0.56,,1,
836,2016,258310,1,,,,,,,
837,2016,3881,25,23,,,1.22,,1,
838,2016,15773,27,15,,,1.13,3,4,1
839,2016,430788,1,,,,,,,
840,2016,130756,27,12,,,0.83,3,1,
841,2016,12124,35,30,,1,1.27,7,5,
842,2016,51452,36,36,6,3,1.06,8,9,
843,2016,28990,38,24,1,4,1.29,11,7,
844,2016,86792,24,21,4,2,1.48,11,2,
845,2016,15760,14,12,,,1.25,2,,
846,2016,312017,26,17,,2,0.88,3,2,
847,2016,3306,26,23,4,2,1.22,2,1,
848,2016,338673,2,,,,,,,
849,2016,44675,37,20,4,1,0.5,9,2,
850,2016,81808,18,10,2,,1.2,7,1,
851,2016,128897,22,17,,,0.76,9,1,
852,2016,41384,32,32,6,5,1.19,11,9,
853,2016,62049,32,27,1,2,1.15,9,3,
854,2016,81999,21,20,5,1,0.95,4,7,
855,2016,4072,38,27,7,3,1.22,5,3,
856,2016,286005,8,5,,,1,,,
857,2016,60744,27,27,2,1,1.22,6,2,
858,2016,37337,41,33,3,4,1.33,6,6,1
859,2016,81512,22,16,2,,0.88,4,1,
860,2016,37981,35,33,1,2,1.09,4,10,1
861,2016,59606,20,15,,1,1.4,2,3,
862,2016,76799,28,27,1,2,1.22,3,6,2
863,2016,27114,25,23,2,,1.17,5,2,
864,2016,38145,17,7,,,0.86,,,
865,2016,183161,1,,,,,,,
866,2016,479944,1,,,,,,,
867,2016,41112,34,33,2,4,1.03,6,14,
868,2016,479942,8,2,,,,,,
869,2016,111508,36,32,,2,1.28,3,8,
870,2016,100507,21,19,,1,2.21,2,3,
871,2016,37941,32,21,1,1,1.1,5,1,
872,2016,476532,8,1,,,,,,
873,2016,63494,38,37,7,1,1.08,10,5,
874,2016,21905,31,27,,,1.22,9,7,
875,2016,112302,13,13,2,3,1.31,3,2,
876,2016,73484,35,27,,2,1.15,4,4,
877,2016,85289,31,17,,,0.82,,5,
878,2016,187105,24,8,1,1,0.5,,1,
879,2016,67416,14,11,,,1,2,1,
880,2016,177907,34,29,2,2,0.9,3,5,
881,2016,44327,36,21,2,2,1.19,2,4,
882,2016,122011,26,18,2,,0.89,5,1,
883,2016,18227,28,26,,2,0.73,5,4,
884,2016,9988,24,22,3,,0.77,,4,
885,2016,234803,34,33,1,2,0.94,2,5,
886,2016,419929,17,5,,,1,4,1,
887,2016,121404,14,10,,,1.2,2,,
888,2016,66333,33,33,,2,0.82,1,3,
889,2016,453306,3,,,,,,,
890,2016,61832,38,37,1,1,0.84,7,5,
891,2016,13465,35,31,1,1,0.87,7,5,
892,2016,61834,20,16,1,,0.5,7,4,
893,2016,122223,37,37,3,1,0.89,6,9,
894,2016,68183,31,20,1,,0.85,3,2,
895,2016,251058,14,,,,,,,
896,2016,509268,1,,,,,,,
897,2016,53359,16,11,,,1.27,5,1,
898,2016,9508,32,9,1,2,0.89,2,,
899,2016,257533,5,,,,,,,
900,2016,37920,32,31,4,8,1.26,9,1,
901,2016,144303,21,18,3,,1.39,9,5,
902,2016,22614,35,35,7,5,0.91,9,2,
903,2016,314875,18,7,,,,1,,
904,2016,209781,17,17,4,1,1.24,3,3,
905,2016,76608,26,24,4,3,1.25,10,,
906,2016,44624,17,12,,2,0.5,3,,
907,2016,118535,8,5,,,0.8,3,,
908,2016,93145,29,22,2,,0.59,6,1,
909,2016,356195,2,,,,,,,
910,2016,57420,31,30,1,,0.73,1,4,
911,2016,136610,30,18,,,0.78,,4,1
912,2016,277114,25,24,,,0.92,5,2,
913,2016,167268,11,9,,,0.78,5,,
914,2016,49734,7,7,,1,0.57,4,1,
915,2016,27114,25,23,2,,1.17,5,2,
916,2016,4241,13,6,,,1.67,,,
917,2016,320228,14,13,,1,0.62,,,
918,2016,52119,33,32,5,1,0.97,4,3,
919,2016,124983,21,16,,,0.56,3,4,
920,2016,257968,19,17,,,1.35,2,3,
921,2016,162029,32,20,1,,0.55,2,2,
922,2016,36866,28,27,1,,0.67,3,8,
923,2016,179451,25,12,,1,0.92,1,1,
924,2016,357958,1,,,,,,,
925,2016,57079,25,20,,1,0.4,4,4,
926,2016,37363,9,8,,,0.13,7,4,
927,2016,210081,33,33,1,1,0.7,3,5,
928,2016,31720,23,21,,1,0.71,5,4,
929,2016,42413,13,12,,,0.42,6,4,
930,2016,258199,2,,,,,,,
931,2016,4321,19,15,,,0.67,9,5,1
932,2016,218140,15,5,,,0.8,1,1,
933,2016,96754,26,24,2,,0.46,5,5,
934,2016,38497,29,28,4,12,1.96,12,7,
935,2016,177847,31,25,,3,0.4,8,3,1
936,2016,248045,14,14,,3,0.79,8,1,
937,2016,307781,19,11,,,0.45,3,3,
938,2016,375391,9,1,,,,,,
939,2016,103565,33,21,1,,0.33,3,6,
940,2016,3875,37,37,15,2,0.65,2,1,
941,2016,39532,20,18,3,1,0.89,2,2,
942,2016,453824,4,,,,,,,
943,2016,177476,28,12,3,1,1.67,,1,
944,2016,90836,38,38,2,1,1.21,,5,
945,2016,253677,25,7,,,0.71,1,,
946,2016,30456,15,4,,,0.25,3,3,
947,2016,293450,11,1,,,1,,,
948,2016,61819,34,34,4,3,1.26,,1,
949,2016,175745,31,5,,,0.2,3,1,
950,2016,61841,36,36,1,5,1.19,,6,
951,2016,13573,34,34,,1,1.29,2,4,
952,2016,74223,31,29,,2,1.24,7,4,
953,2016,249089,9,6,,1,1.67,1,1,
954,2016,44983,33,27,2,,1.48,4,6,
955,2016,55742,36,35,1,4,1.17,4,11,1
956,2016,29975,22,22,,2,1,3,1,1
957,2016,223047,13,13,4,2,1.46,4,1,
958,2016,493607,1,1,,,1,,,
959,2016,28140,21,11,,,1.45,,3,
960,2016,146795,32,28,3,8,1.07,13,3,
961,2016,87672,25,21,7,5,1.52,12,1,
962,2016,36939,25,21,2,3,1.29,10,1,
963,2016,195652,34,25,,,1,13,,
964,2016,110858,35,31,6,3,1.19,7,1,
965,2016,123682,22,20,6,1,1.15,14,,
966,2016,91059,36,36,16,2,1.17,13,1,
967,2016,291422,17,11,,,1.27,3,,
968,2016,35413,3,3,,1,0.33,,,
969,2016,398402,1,,,,,,,
970,2016,215118,29,25,2,1,0.76,,4,
971,2016,128904,38,38,1,1,0.74,,4,
972,2016,64598,34,11,,,0.45,1,2,
973,2016,78966,21,14,1,,0.64,2,3,
974,2016,16660,2,,,,,,,
975,2016,314140,4,,,,,,,
976,2016,77544,24,24,,3,0.79,,4,
977,2016,167393,1,1,,,,1,,
978,2016,32522,30,26,,,0.85,3,5,
979,2016,61891,28,24,,,0.67,5,8,
980,2016,59558,11,4,,,1.25,2,,
981,2016,133179,35,33,4,,0.61,5,8,
982,2016,129592,3,,,,,,,
983,2016,73067,38,34,,2,0.76,4,10,
984,2016,121257,38,34,,2,0.82,9,4,
985,2016,13796,26,13,1,,0.46,3,1,
986,2016,74768,28,17,,1,0.65,5,2,
987,2016,163530,1,,,,,,,
988,2016,123742,24,24,2,3,0.83,14,8,1
989,2016,95755,24,13,,3,1,5,,
990,2016,4063,37,30,1,3,0.8,4,1,
991,2016,204103,34,27,,1,0.56,7,1,
992,2016,83430,2,2,,,2,,,
993,2016,48950,14,6,,,0.67,1,,
994,2016,18644,37,36,9,4,0.78,13,5,
995,2016,39908,17,16,1,,0.56,3,3,
996,2016,183334,24,14,1,,0.43,,1,
997,2016,59323,31,23,4,,0.83,12,4,
998,2016,33963,9,4,,,1.25,,,
999,2016,42412,31,31,2,1,1.13,2,8,
1000,2016,121477,37,37,4,1,1.14,2,10,
1001,2016,30456,15,4,,,0.25,3,3,
1002,2016,25248,49,29,3,1,1.66,5,9,
1003,2016,40567,36,36,6,1,1.25,3,5,
1004,2016,208244,17,3,,,1.33,1,,
1005,2016,111508,36,32,,2,1.28,3,8,
1006,2016,392774,8,,,,,,,
1007,2016,61832,38,37,1,1,0.84,7,5,
1008,2016,45330,36,33,,,1.27,6,9,
1009,2016,387331,22,8,,,1.38,3,2,
1010,2016,27614,35,31,5,2,1.29,12,3,
1011,2016,36814,31,31,3,4,1.16,4,5,
1012,2016,37171,20,9,,1,1.67,2,1,
1013,2016,3547,38,38,2,3,1.18,5,,
1014,2016,456877,3,,,,,,,
1015,2016,85935,37,34,1,2,1.21,8,9,
1016,2016,59631,33,31,5,5,1.1,19,2,
1017,2016,77274,28,27,4,8,1.37,13,2,
1018,2016,314266,26,9,,1,0.22,1,,
1019,2016,128897,22,17,,,0.76,9,1,
1020,2016,80197,38,38,8,2,1.18,11,2,
1021,2016,65976,32,29,3,1,1.24,4,3,
1022,2016,49655,3,1,,,,,,
1023,2016,118534,35,35,2,1,1.11,,4,
1024,2016,74810,34,34,1,1,1.06,1,5,
1025,2016,173504,38,19,,,1.42,,1,
1026,2016,111114,5,3,,,0.33,,,
1027,2016,34691,37,37,1,1,1,3,5,
1028,2016,145922,31,6,,,2.17,1,2,
1029,2016,102258,37,36,,2,1.03,,9,
1030,2016,158700,18,,,,,,,
1031,2016,33866,31,23,2,3,1.48,16,1,
1032,2016,91317,15,9,,,0.67,2,3,
1033,2016,148262,32,32,2,1,1,4,6,
1034,2016,55291,34,31,1,1,1.06,13,3,
1035,2016,24634,1,1,,,,1,1,
1036,2016,4055,21,21,1,2,1.24,6,7,
1037,2016,3292,19,19,1,,1.11,2,5,
1038,2016,158022,1,,,,,,,
1039,2016,128229,15,14,1,2,0.57,4,1,
1040,2016,45623,36,36,2,1,1.03,12,3,
1041,2016,25366,20,5,,,1.2,1,,
1042,2016,89231,24,20,1,2,1.05,7,1,
1043,2016,120565,34,32,9,3,0.97,14,2,
1044,2017,57500,38,37,2,6,1.81,,1,
1045,2017,173859,33,24,1,1,2.08,7,,
1046,2017,154287,16,11,,,0.91,1,2,
1047,2017,346315,1,,,,,,,
1048,2017,182618,34,29,2,2,2.03,3,3,1
1049,2017,8806,36,32,2,4,1.72,9,4,1
1050,2017,131978,8,2,,,,2,,
1051,2017,73491,20,12,1,,2.17,2,,
1052,2017,202886,24,24,2,4,1.33,4,1,
1053,2017,147034,29,28,14,4,2.54,4,4,
1054,2017,258888,3,,,,,,,
1055,2017,59866,33,28,3,4,1.89,11,3,
1056,2017,50202,35,34,12,4,1.79,17,2,
1057,2017,52769,37,36,6,8,1.86,9,1,
1058,2017,281404,17,13,2,2,1.38,7,1,
1059,2017,216569,1,1,,,,1,,
1060,2017,392768,4,2,,,,,,
1061,2017,65278,35,31,4,2,1.84,13,1,
1062,2017,128223,31,31,11,6,1.94,12,7,
1063,2017,179184,31,22,9,2,2.05,3,2,
1064,2017,82442,31,29,7,1,1.52,4,,
1065,2017,331726,33,31,5,2,0.81,6,,
1066,2017,139208,29,26,,,1.46,,1,
1067,2017,82105,26,25,1,,2.16,,3,
1068,2017,256178,29,23,,2,1.96,,3,
1069,2017,37838,34,29,2,1,2.07,2,4,
1070,2017,26669,30,19,1,,2,,,
1071,2017,293784,1,,,,,,,
1072,2017,234803,27,22,1,5,2.14,3,2,
1073,2017,207917,25,16,,,1.69,,1,
1074,2017,314353,35,19,1,1,1.89,4,3,
1075,2017,85177,5,3,,,0.67,1,1,
1076,2017,145922,1,,,,,,,
1077,2017,262545,28,22,,2,1.41,5,2,1
1078,2017,119296,29,26,3,5,2.08,5,8,
1079,2017,222813,6,3,,,2,,,
1080,2017,143424,35,35,3,7,1.91,10,3,
1081,2017,49499,35,33,1,2,2.03,6,1,
1082,2017,61651,31,27,1,1,1.93,4,1,
1083,2017,3333,37,32,,3,2.06,3,3,
1084,2017,433188,1,,,,,,,
1085,2017,43530,14,12,,,2.33,2,1,
1086,2017,344015,6,1,,,3,,,
1087,2017,80444,33,32,14,12,2,18,1,
1088,2017,200512,32,29,10,7,1.97,18,3,
1089,2017,148455,36,36,32,11,1.97,17,1,
1090,2017,144303,3,1,,,3,,,
1091,2017,131789,38,37,15,7,2,20,1,
1092,2017,47082,21,15,2,1,1.47,6,,
1093,2017,148368,33,32,6,2,0.88,8,2,
1094,2017,258889,35,21,1,1,2,2,,
1095,2017,134294,17,8,1,,1.63,3,,
1096,2017,286384,18,13,1,,2.46,,2,
1097,2017,184573,26,17,,,2,,1,
1098,2017,117996,26,23,,,1.96,2,2,
1099,2017,93176,20,9,,,2.11,3,6,
1100,2017,103427,35,29,4,,2.07,,4,
1101,2017,342046,4,1,,,3,,,
1102,2017,12282,18,7,,,3,1,,
1103,2017,183288,21,11,,,2.18,1,2,
1104,2017,54906,17,8,,,2.13,1,,
1105,2017,33544,32,31,3,1,2.23,3,7,
1106,2017,315131,30,21,,,0.81,2,2,
1107,2017,14086,32,30,2,5,1.97,7,7,
1108,2017,74683,36,36,1,1,2.14,2,7,
1109,2017,315969,23,13,,,2.38,1,2,
1110,2017,3878,9,2,,,1.5,1,,
1111,2017,122153,27,27,6,10,2.19,5,5,
1112,2017,99343,33,26,,2,2.12,6,4,
1113,2017,39679,16,16,4,,2.44,2,1,
1114,2017,141660,37,33,8,6,2,17,2,
1115,2017,55735,27,26,3,9,1.69,15,2,
1116,2017,44068,36,28,3,5,2.07,16,1,
1117,2017,258923,37,35,7,5,2.23,10,3,
1118,2017,96341,34,34,16,7,2.18,3,4,
1119,2017,40433,32,31,9,6,1.97,11,5,
1120,2017,182877,34,30,9,5,2.03,13,1,
1121,2017,3332,54,51,22,8,1.67,24,6,
1122,2017,3455,35,32,22,7,1.5,4,5,
1123,2017,42710,15,14,,,1.93,,3,
1124,2017,341429,32,31,,,2.16,2,1,
1125,2017,175722,37,34,,2,2.06,5,4,
1126,2017,43250,36,36,,,1.97,2,4,
1127,2017,122675,21,17,,,0.94,1,5,
1128,2017,341049,1,,,,,,,
1129,2017,50174,20,10,,1,2.1,3,4,
1130,2017,192765,36,29,2,6,2,2,3,
1131,2017,95810,35,24,,5,1.88,3,1,
1132,2017,127032,30,17,2,2,2.18,1,1,1
1133,2017,480763,16,,,,,,,
1134,2017,341051,14,3,,2,3,,,
1135,2017,77760,20,18,1,,2.22,2,2,
1136,2017,249126,21,16,,1,2.06,4,,
1137,2017,69633,37,37,10,11,2.05,8,,
1138,2017,46001,38,33,1,1,2.09,9,3,
1139,2017,19368,30,28,,,1.93,13,6,
1140,2017,406637,1,,,,,,,
1141,2017,207929,36,36,9,11,2.03,16,7,
1142,2017,91845,38,37,12,6,2,20,,
1143,2017,77100,23,11,1,2,2.09,2,1,
1144,2017,111630,25,25,2,4,2.12,7,4,
1145,2017,132098,37,37,30,3,2.08,9,5,
1146,2017,207015,20,17,4,4,2.12,5,4,
1147,2017,35564,29,16,1,,1.63,1,1,
1148,2017,357397,1,,,,,,,
1149,2017,88590,30,27,3,1,1.7,2,6,
1150,2017,76277,26,25,2,,1.64,2,4,
1151,2017,215118,19,12,,,1.67,5,1,
1152,2017,253341,18,12,,,1.58,1,3,
1153,2017,27306,16,15,4,,1.93,2,1,
1154,2017,415912,17,17,3,,1,,6,
1155,2017,6710,22,6,1,,1.83,1,,
1156,2017,94005,36,27,2,4,1.89,6,3,
1157,2017,43003,30,28,5,2,1.75,3,3,
1158,2017,191217,35,35,2,3,1.71,1,5,
1159,2017,397099,2,,,,,,,
1160,2017,74869,29,16,1,,2.13,3,2,
1161,2017,160438,24,13,,1,1.92,5,3,
1162,2017,50057,24,24,7,10,1.83,5,,
1163,2017,91251,35,21,,2,1.33,1,2,
1164,2017,13520,30,25,,,1.28,2,2,
1165,2017,13507,23,22,2,3,1.23,2,1,
1166,2017,110860,1,,,,,,,
1167,2017,68390,12,12,,1,1.75,1,,
1168,2017,258883,24,19,,2,1.37,,2,
1169,2017,56818,34,30,,,1.33,4,4,1
1170,2017,93905,6,2,,,0.5,,,
1171,2017,3291,25,25,1,1,0.64,6,4,
1172,2017,126665,34,33,2,1,1.33,7,6,1
1173,2017,314210,35,33,2,1,1.42,12,7,
1174,2017,45333,4,4,,,0.25,3,,
1175,2017,399369,14,8,,,1.25,1,1,
1176,2017,90466,29,27,4,3,1.26,5,2,
1177,2017,182932,12,7,,,1.57,3,,
1178,2017,293200,24,18,3,1,1.44,6,,
1179,2017,33639,20,17,2,2,1.53,10,1,
1180,2017,75471,20,16,1,,0.88,9,,
1181,2017,33713,30,20,3,3,1.45,2,2,
1182,2017,14221,29,29,,4,1.34,14,2,
1183,2017,45671,33,30,13,1,1.43,13,2,
1184,2017,306024,33,32,4,7,1.25,5,4,
1185,2017,199369,27,21,,2,1.24,7,,
1186,2017,3332,54,51,22,8,1.67,24,6,
1187,2017,209781,30,22,8,3,1.09,6,2,
1188,2017,177907,38,38,2,3,1.24,,7,
1189,2017,59032,30,12,,,1,1,2,
1190,2017,214056,19,8,,,1.13,2,,1
1191,2017,10003,33,32,,,1.28,1,4,
1192,2017,50477,9,1,,,,,,
1193,2017,395797,2,,,,,,,
1194,2017,316125,32,24,,2,1.33,3,1,1
1195,2017,6636,36,25,,1,1.28,1,1,
1196,2017,37442,30,28,,,1.36,7,4,
1197,2017,274839,33,33,,4,1.33,1,6,2
1198,2017,65467,29,19,3,,1.42,7,,
1199,2017,111051,28,14,,1,0.93,5,2,
1200,2017,341501,8,8,,1,0.88,2,1,
1201,2017,56810,18,15,1,1,1.4,6,4,
1202,2017,56872,32,22,3,1,0.86,7,2,
1203,2017,73522,15,13,,,1,4,2,
1204,2017,61560,35,34,2,7,1.29,10,5,
1205,2017,298240,3,,,,,,,
1206,2017,314284,1,,,,,,,
1207,2017,292417,38,35,3,2,1.29,11,2,
1208,2017,398065,6,3,,,1.33,,,
1209,2017,171424,36,36,12,11,1.28,12,2,
1210,2017,168337,11,10,6,3,2.3,3,,
1211,2017,364861,15,14,,1,0.93,4,1,
1212,2017,197838,37,37,20,1,1.19,11,3,
1213,2017,174915,23,16,1,2,1.13,2,1,
1214,2017,295330,32,21,3,3,0.81,7,2,
